[2026-06-22T01:59:18.274Z] GET http://172.19.97.28:8236/src/roguelike/atlas-homesystem.js → 200 (?ms, 6841B)
[2026-06-22T01:59:18.274Z] GET http://172.19.97.28:8236/src/roguelike/atlas-fields.js → 200 (?ms, 6953B)
[2026-06-22T01:59:18.274Z] GET http://172.19.97.28:8236/src/roguelike/atlas-fields2.js → 200 (7ms, 10279B)
[2026-06-22T01:59:18.281Z] GET http://172.19.97.28:8236/src/roguelike/atlas-creatures.js → 200 (?ms, 8512B)
[2026-06-22T01:59:18.281Z] GET http://172.19.97.28:8236/src/roguelike/atlas-relics.js → 200 (?ms, 4544B)
[2026-06-22T01:59:18.281Z] GET http://172.19.97.28:8236/src/roguelike/atlas-portals.js → 200 (?ms, 4271B)
[2026-06-22T01:59:18.281Z] GET http://172.19.97.28:8236/src/roguelike/atlas-onlyup.js → 200 (?ms, 3438B)
[2026-06-22T01:59:18.281Z] GET http://172.19.97.28:8236/src/roguelike/atlas-climb.js → 200 (?ms, 7240B)
[2026-06-22T01:59:18.282Z] GET http://172.19.97.28:8236/src/roguelike/atlas-blocks.js → 200 (?ms, 12012B)
[2026-06-22T01:59:18.282Z] GET http://172.19.97.28:8236/src/roguelike/atlas-objects.js → 200 (?ms, 6272B)
[2026-06-22T01:59:18.282Z] GET http://172.19.97.28:8236/src/roguelike/atlas-setpieces.js → 200 (?ms, 7016B)
[2026-06-22T01:59:18.282Z] GET http://172.19.97.28:8236/src/main.js → 200 (?ms, 9711B)
[2026-06-22T01:59:18.285Z] GET http://172.19.97.28:8236/assets/lunar_lander.png → 200 (?ms, 1570368B)
[2026-06-22T01:59:18.285Z] GET http://172.19.97.28:8236/assets/plants/cactus_1.png → 200 (?ms, 79050B)
[2026-06-22T01:59:18.285Z] GET http://172.19.97.28:8236/assets/plants/cactus_2.png → 200 (?ms, 73306B)
[2026-06-22T01:59:18.285Z] GET http://172.19.97.28:8236/assets/plants/agave_small.png → 200 (?ms, 112228B)
[2026-06-22T01:59:18.285Z] GET http://172.19.97.28:8236/assets/plants/barrel_cactus_flowering.png → 200 (?ms, 136999B)
[2026-06-22T01:59:18.285Z] GET http://172.19.97.28:8236/assets/plants/prickly_pear_cactus.png → 200 (?ms, 176683B)
[2026-06-22T01:59:18.285Z] GET http://172.19.97.28:8236/assets/plants/desert_scrub_brush.png → 200 (?ms, 168722B)
[2026-06-22T01:59:18.285Z] GET http://172.19.97.28:8236/assets/plants/alien_eye_plant_small.png → 200 (?ms, 89120B)
[2026-06-22T01:59:18.285Z] GET http://172.19.97.28:8236/assets/plants/purple_alien_eye_plant.png → 200 (?ms, 188586B)
[2026-06-22T01:59:24.327Z] GET http://172.19.97.28:8236/run.html?course=trappist1e&cb=27572 → 200 (2ms, ?B)
[2026-06-22T01:59:24.337Z] GET http://172.19.97.28:8236/assets/fonts/DepartureMono-Regular.woff2 → 200 (?ms, ?B)
[2026-06-22T01:59:24.337Z] GET http://172.19.97.28:8236/src/shared.js → 200 (?ms, 10157B)
[2026-06-22T01:59:24.337Z] GET http://172.19.97.28:8236/src/worlds/run.js → 200 (?ms, 7990B)
[2026-06-22T01:59:24.337Z] GET http://172.19.97.28:8236/src/planet-gen.js → 200 (?ms, 27523B)
[2026-06-22T01:59:24.337Z] GET http://172.19.97.28:8236/src/lab.js → 200 (2ms, 6609B)
[2026-06-22T01:59:24.339Z] GET http://172.19.97.28:8236/src/level-design.js → 200 (?ms, 132218B)
[2026-06-22T01:59:24.339Z] GET http://172.19.97.28:8236/src/moon-terrain.js → 200 (?ms, 7939B)
[2026-06-22T01:59:24.339Z] GET http://172.19.97.28:8236/src/set-pieces.js → 200 (?ms, 7153B)
[2026-06-22T01:59:24.339Z] GET http://172.19.97.28:8236/src/water.js → 200 (?ms, 11680B)
[2026-06-22T01:59:24.339Z] GET http://172.19.97.28:8236/src/weird-terrain.js → 200 (?ms, 19400B)
[2026-06-22T01:59:24.339Z] GET http://172.19.97.28:8236/src/modes/desert-golfing.js → 200 (?ms, 42461B)
[2026-06-22T01:59:24.339Z] GET http://172.19.97.28:8236/src/art.js → 200 (?ms, 9628B)
[2026-06-22T01:59:24.339Z] GET http://172.19.97.28:8236/src/gameplay.js → 200 (?ms, 11767B)
[2026-06-22T01:59:24.340Z] GET http://172.19.97.28:8236/src/roguelike/save.js → 200 (?ms, 8310B)
[2026-06-22T01:59:24.340Z] GET http://172.19.97.28:8236/src/roguelike/modifiers.js → 200 (?ms, 3846B)
[2026-06-22T01:59:24.340Z] GET http://172.19.97.28:8236/src/roguelike/run.js → 200 (?ms, 147729B)
[2026-06-22T01:59:24.340Z] GET http://172.19.97.28:8236/src/roguelike/secrets.js → 200 (?ms, 15517B)
[2026-06-22T01:59:24.340Z] GET http://172.19.97.28:8236/src/roguelike/economy.js → 200 (?ms, 27713B)
[2026-06-22T01:59:24.340Z] GET http://172.19.97.28:8236/src/roguelike/ship.js → 200 (?ms, 9111B)
[2026-06-22T01:59:24.340Z] GET http://172.19.97.28:8236/src/roguelike/shop.js → 200 (?ms, 5435B)
[2026-06-22T01:59:24.340Z] GET http://172.19.97.28:8236/src/roguelike/wrap.js → 200 (?ms, 39898B)
[2026-06-22T01:59:24.340Z] GET http://172.19.97.28:8236/src/roguelike/audio.js → 200 (?ms, 13548B)
[2026-06-22T01:59:24.340Z] GET http://172.19.97.28:8236/src/roguelike/fx.js → 200 (?ms, 12243B)
[2026-06-22T01:59:24.340Z] GET http://172.19.97.28:8236/src/roguelike/juice.js → 200 (?ms, 15097B)
[2026-06-22T01:59:24.340Z] GET http://172.19.97.28:8236/src/roguelike/ambient.js → 200 (?ms, 22294B)
